query_id,corpus_id,rank
E2RU81,O83553,1
E2RU81,Q609I3,2
E2RU81,Q9WYC5,3
E2RU81,Q2RNU4,4
E2RU81,Q9KH71,5
E2RU81,P75050,6
E2RU81,P47723,7
E2RU81,Q8D3J0,8
E2RU81,Q9WXZ5,9
E2RU81,B4SAM9,10
E2RU81,O83833,11
E2RU81,Q8RG65,12
E2RU81,Q5L589,13
E2RU81,Q5F584,14
E2RU81,Q72V57,15
E2RU81,Q88YE7,16
E2RU81,Q8XHZ7,17
E2RU81,O68956,18
E2RU81,B0T019,19
E2RU81,A5CX68,20
E2RU81,Q9PMT4,21
E2RU81,Q7URC7,22
E2RU81,P36431,23
E2RU81,B1VTB7,24
E2RU81,Q8AAB1,25
E2RU81,A2BPZ0,26
E2RU81,Q73P28,27
E2RU81,P72720,28
E2RU81,Q89AN7,29
E2RU81,B8FB52,30
E2RU81,Q6A5X8,31
E2RU81,P59362,32
E2RU81,Q6MEP4,33
E2RU81,A6KZA8,34
E2RU81,Q5NHQ9,35
E2RU81,A6VDH2,36
E2RU81,Q8D1V9,37
E2RU81,B8HNJ7,38
E2RU81,C4ZD15,39
E2RU81,Q7VFF0,40
E2RU81,Q2GK70,41
E2RU81,C0ZF57,42
E2RU81,Q5P7T1,43
E2RU81,B9DLL5,44
E2RU81,Q7V493,45
E2RU81,A0LHQ7,46
E2RU81,Q493B4,47
E2RU81,Q73KJ8,48
E2RU81,Q1LSM8,49
E2RU81,A5N8F9,50
H2N0D4,P43473,1
H2N0D4,P31434,2
H2N0D4,P48982,3
H2N0D4,C7ASJ5,4
H2N0D4,O33815,5
H2N0D4,Q59140,6
H2N0D4,Q56307,7
H2N0D4,Q1G9Z4,8
H2N0D4,P23989,9
H2N0D4,O52847,10
H2N0D4,B4S2K9,11
H2N0D4,P70753,12
H2N0D4,Q03WL0,13
H2N0D4,A7MN76,14
H2N0D4,A7FH78,15
H2N0D4,Q9K9C6,16
H2N0D4,O69315,17
H2N0D4,P26257,18
H2N0D4,Q59750,19
H2N0D4,P77989,20
H2N0D4,P9WGE7,21
H2N0D4,Q838I4,22
H2N0D4,O30970,23
H2N0D4,A1VXQ2,24
H2N0D4,P53638,25
H2N0D4,Q44233,26
H2N0D4,O30563,27
H2N0D4,A0P8X0,28
H2N0D4,P17550,29
H2N0D4,P72173,30
H2N0D4,O67470,31
H2N0D4,Q7UNC3,32
H2N0D4,Q17VI1,33
H2N0D4,P00509,34
H2N0D4,A1KV06,35
H2N0D4,Q67TI9,36
H2N0D4,Q5F8D4,37
