query_id,corpus_id,rank
A0A482D308,A0A2U3D0N8,1
A0A482D308,P0DW62,2
A0A482D308,P0DB58,3
A0A482D308,A5CQU5,4
A0A482D308,P27714,5
A0A482D308,B2S334,6
A0A482D308,B1AIM5,7
A0A482D308,B7GPV4,8
A0A482D308,B8DJT6,9
A0A482D308,Q8FPZ7,10
A0A482D308,P10390,11
A0A482D308,A0LDY1,12
A0A482D308,A1IQR7,13
A0A482D308,Q112N5,14
A0A482D308,A0JUH2,15
A0A482D308,Q8EWL9,16
A0A482D308,O66880,17
A0A482D308,B8HV17,18
A0A482D308,Q4A899,19
A0A482D308,Q0RDH8,20
A0A482D308,Q9X3X7,21
A0A482D308,B1Y6D4,22
A0A482D308,A4YZJ3,23
A0A482D308,Q98KC4,24
A0A482D308,Q89B02,25
A0A482D308,Q1LU20,26
A0A482D308,Q7NAF8,27
A0A482D308,B9K734,28
A0A482D308,Q4FPL3,29
A0A482D308,C4K4K4,30
A0A482D308,Q4A5J6,31
A0A482D308,Q8RI94,32
A0A482D308,A7H8A2,33
A0A482D308,Q7UKD1,34
A0A482D308,A5V1U3,35
A0A482D308,B3CVK1,36
A0A482D308,B3DWU2,37
A0A482D308,A1QZY4,38
A0A482D308,Q1AZ75,39
A0A482D308,A2RIF3,40
A0A482D308,Q6KI95,41
A0A482D308,B1AIB0,42
A0A482D308,B1H072,43
A0A482D308,B8D6X9,44
A0A482D308,Q6API9,45
A0A482D308,A5N2X7,46
A0A482D308,B8ICE5,47
A0A482D308,Q9RSQ5,48
A0A482D308,Q4A8I7,49
A0A482D308,Q2N9V6,50
A3MTK6,A0Q5Y6,1
A3MTK6,Q2RRV2,2
A3MTK6,B3DTU8,3
A3MTK6,B1MLW9,4
A3MTK6,A6LL86,5
A3MTK6,A3DJP1,6
A3MTK6,A5IJK9,7
A3MTK6,Q67QV9,8
A3MTK6,B8G503,9
A3MTK6,Q1MPZ3,10
A3MTK6,O66469,11
A3MTK6,A4J7I8,12
A3MTK6,A0LQP0,13
A3MTK6,B8I298,14
A3MTK6,B3W9M6,15
A3MTK6,A6TR01,16
A3MTK6,P58430,17
A3MTK6,A5HXT1,18
A3MTK6,Q3AAC8,19
A3MTK6,A6W2V7,20
A3MTK6,Q5WHX3,21
A3MTK6,B2A8L6,22
A3MTK6,A2CCJ9,23
A3MTK6,Q9KE16,24
A3MTK6,B0C250,25
A3MTK6,A8MKA7,26
A3MTK6,Q2RLC7,27
A3MTK6,A8G079,28
A3MTK6,P27714,29
A3MTK6,Q4FLK0,30
A3MTK6,P61662,31
A3MTK6,Q3J8V9,32
A3MTK6,A1WWG6,33
A3MTK6,Q0VSQ3,34
A3MTK6,B4RYN2,35
A3MTK6,A7FM16,36
A3MTK6,B9JEJ1,37
A3MTK6,P10390,38
A3MTK6,Q2RWF6,39
A3MTK6,B5EQ42,40
A3MTK6,Q48N77,41
A3MTK6,B8H0Z4,42
A3MTK6,Q6AS42,43
A3MTK6,A9VZP1,44
A3MTK6,A8LKM4,45
A3MTK6,Q1QT05,46
A3MTK6,Q9WZP7,47
A3MTK6,Q5QVQ8,48
A3MTK6,A5CQU5,49
A3MTK6,O67066,50
D4GTL3,Q9KSC2,1
D4GTL3,P0A9G6,2
D4GTL3,A6TMH9,3
D4GTL3,Q1IHA5,4
D4GTL3,A1BH02,5
D4GTL3,Q7UM39,6
D4GTL3,O67783,7
D4GTL3,A1VBJ4,8
D4GTL3,A3DDV7,9
D4GTL3,B4UDZ3,10
D4GTL3,A1WDW4,11
D4GTL3,Q9RR81,12
D4GTL3,A5WHD0,13
D4GTL3,B5ES07,14
