query_id,corpus_id,rank
E2RU81,O83553,1
E2RU81,Q2RNU4,2
E2RU81,Q9WYC5,3
E2RU81,B2UAP5,4
E2RU81,A2C9Z7,5
E2RU81,Q5PAH7,6
E2RU81,Q609I3,7
E2RU81,O84843,8
E2RU81,B8D7H6,9
E2RU81,Q8NRI0,10
E2RU81,Q9KH71,11
E2RU81,Q2SR32,12
E2RU81,Q74H71,13
E2RU81,Q31B38,14
E2RU81,Q6MMJ2,15
E2RU81,A5VT73,16
E2RU81,A5CS25,17
E2RU81,P9WFX5,18
E2RU81,B8FVH5,19
E2RU81,Q8AAD5,20
E2RU81,B1VZR5,21
E2RU81,B1HUK4,22
E2RU81,B3W6W9,23
E2RU81,B2S3N6,24
E2RU81,B8ELG9,25
E2RU81,Q1D6E0,26
E2RU81,P75107,27
E2RU81,Q0C1A1,28
E2RU81,Q73PV9,29
E2RU81,Q9A4C4,30
E2RU81,C6DGZ7,31
E2RU81,O83980,32
E2RU81,B3QUY6,33
E2RU81,Q4JWC7,34
E2RU81,Q47N75,35
E2RU81,B8E0R9,36
E2RU81,Q2S1Z6,37
E2RU81,Q7UYS5,38
E2RU81,A5WFZ6,39
E2RU81,Q1AU89,40
E2RU81,A4J0E5,41
E2RU81,Q3M4T0,42
E2RU81,Q1IZP8,43
E2RU81,Q12LE4,44
E2RU81,O25910,45
E2RU81,A5CDU5,46
E2RU81,Q1CZH6,47
E2RU81,P26924,48
E2RU81,Q1GUW8,49
E2RU81,Q9KCB3,50
H2N0D4,P43473,1
H2N0D4,P48982,2
H2N0D4,C7ASJ5,3
H2N0D4,O69315,4
H2N0D4,P31434,5
H2N0D4,A0P8X0,6
H2N0D4,Q59140,7
H2N0D4,O33815,8
H2N0D4,Q03WL0,9
H2N0D4,Q56307,10
H2N0D4,B7GT76,11
H2N0D4,Q88VW2,12
H2N0D4,Q8EP32,13
H2N0D4,B4S2K9,14
H2N0D4,Q7NAY0,15
H2N0D4,E1R5X1,16
H2N0D4,P70753,17
H2N0D4,A7MN76,18
H2N0D4,Q7VSA0,19
H2N0D4,O52847,20
H2N0D4,Q2GGS6,21
H2N0D4,C4XPA8,22
H2N0D4,Q7UI51,23
H2N0D4,A7FH78,24
H2N0D4,P23989,25
H2N0D4,D3HCJ2,26
H2N0D4,D8J0Q1,27
H2N0D4,B2FT78,28
H2N0D4,Q24YW4,29
H2N0D4,Q9K9C6,30
H2N0D4,Q0VLR3,31
H2N0D4,Q2GD37,32
H2N0D4,A8FAK7,33
H2N0D4,Q1QJV3,34
H2N0D4,A6VSA9,35
H2N0D4,D5HB86,36
