query_id,corpus_id,rank
A0A482D308,A0A2U3D0N8,1
A0A482D308,P0DW62,2
A0A482D308,C1B4L2,3
A0A482D308,Q8G6E0,4
A0A482D308,Q313T1,5
A0A482D308,Q72DX8,6
A0A482D308,A1V6A8,7
A0A482D308,B2S367,8
A0A482D308,Q6NAL3,9
A0A482D308,A1WLD5,10
A0A482D308,Q829W8,11
A0A482D308,Q9X3X7,12
A0A482D308,Q1LKN9,13
A0A482D308,Q9AK82,14
A0A482D308,B2GH80,15
A0A482D308,A7HD93,16
A0A482D308,A1U6U9,17
A0A482D308,Q12L31,18
A0A482D308,A7H722,19
A0A482D308,C1DHW2,20
A0A482D308,Q7V7L7,21
A0A482D308,A5CQU5,22
A0A482D308,Q5NPR4,23
A0A482D308,Q493G5,24
A0A482D308,O84898,25
A0A482D308,C6E9G2,26
A0A482D308,B7GPV4,27
A0A482D308,B3CN42,28
A0A482D308,Q47Z18,29
A0A482D308,C1F4W9,30
A0A482D308,A2RLW6,31
A0A482D308,B8DJT6,32
A0A482D308,Q2S280,33
A0A482D308,Q7VK73,34
A0A482D308,Q72IF0,35
A0A482D308,Q9RUN0,36
A0A482D308,A8GP33,37
A0A482D308,C1A8T0,38
A0A482D308,Q1D921,39
A0A482D308,C5D8U9,40
A0A482D308,B9EBC6,41
A0A482D308,B2I637,42
A0A482D308,A5D1I3,43
A0A482D308,A0JUH2,44
A0A482D308,B2UL69,45
A0A482D308,A1BED8,46
A0A482D308,B9DPH3,47
A0A482D308,B8ICE5,48
A0A482D308,A3DJ07,49
A0A482D308,A1IQR7,50
A3MTK6,A0Q5Y6,1
A3MTK6,Q2RRV2,2
A3MTK6,B1MLW9,3
A3MTK6,B3DTU8,4
A3MTK6,A8G079,5
A3MTK6,B0C250,6
A3MTK6,B4RYN2,7
A3MTK6,Q1MPZ3,8
A3MTK6,A2CCJ9,9
A3MTK6,B5EQ42,10
A3MTK6,A8MKA7,11
A3MTK6,A1WWG6,12
A3MTK6,P61662,13
A3MTK6,Q3AAC8,14
A3MTK6,O66469,15
A3MTK6,B2A8L6,16
A3MTK6,A3DJP1,17
A3MTK6,A6TR01,18
A3MTK6,A9VZP1,19
A3MTK6,Q3J8V9,20
A3MTK6,Q1QT05,21
A3MTK6,Q2RWF6,22
A3MTK6,Q2GEC5,23
A3MTK6,A4J7I8,24
A3MTK6,Q5QVQ8,25
A3MTK6,A4YSK6,26
A3MTK6,Q48N77,27
A3MTK6,A5IJK9,28
A3MTK6,B8I298,29
A3MTK6,B3W9M6,30
A3MTK6,A5HXT1,31
A3MTK6,B9JEJ1,32
A3MTK6,A6W2V7,33
A3MTK6,Q2RLC7,34
A3MTK6,Q0VSQ3,35
A3MTK6,P58430,36
A3MTK6,Q4FLK0,37
A3MTK6,A7FM16,38
A3MTK6,Q6AS42,39
A3MTK6,A8ESV7,40
A3MTK6,Q9KE16,41
A3MTK6,B8H0Z4,42
A3MTK6,A6LL86,43
A3MTK6,A8LKM4,44
A3MTK6,Q67QV9,45
A3MTK6,A0LQP0,46
A3MTK6,Q5WHX3,47
A3MTK6,B8G503,48
A3MTK6,A1SS96,49
A3MTK6,Q03LN3,50
D4GTL3,Q9KSC2,1
D4GTL3,P0A9G6,2
D4GTL3,B9KHN0,3
D4GTL3,Q9RR81,4
D4GTL3,A7ZEL6,5
D4GTL3,B4UDZ3,6
D4GTL3,A5WHD0,7
D4GTL3,Q21F95,8
D4GTL3,Q15NV5,9
D4GTL3,Q31KK8,10
D4GTL3,A6TMH9,11
D4GTL3,Q1IHA5,12
D4GTL3,Q8D2A5,13
D4GTL3,A3DDV7,14
